"NO","ISSUE","SEVERITY","STANDARDS","FILES","OPTIONS"
"11","Insecure WebView Implementation. Execution of user controlled code in WebView is a critical Security Hole.","warning","CWE: CWE-749: Exposed Dangerous Method or Function                        OWASP Top 10: M1: Improper Platform Usage                        OWASP MASVS: MSTG-PLATFORM-7","com/pierfrancescosoffritti/androidyoutubeplayer/core/player/views/j.java                                                                                                                            com/toyota/oneapp/ui/garage/SubscriptionPayment17CYActivity.java                                                                                                                            com/toyota/oneapp/ui/garage/activity/WebPaymentActivity.java","Suppress the rule android_webview in com.toyota.oneapp.eu                         Suppress the rule android_webview in com.toyota.oneapp.eu only from these files"
"12","Ensure that user controlled URLs never reaches the Webview. Enabling file access from URLs in WebView can leak sensitive information from the file system.","warning","CWE: CWE-200: Information Exposure                        OWASP Top 10: M1: Improper Platform Usage                        OWASP MASVS: MSTG-PLATFORM-7","Show Files                                                                                                                                com/toyota/oneapp/ui/garage/SubscriptionPayment17CYActivity.java                                                                                                                                      com/toyota/oneapp/ui/garage/activity/WebPaymentActivity.java                                                                                                                                      com/toyota/oneapp/ui/web/InternalWebActivity.java                                                                                                                                      org/forgerock/android/auth/ui/page/social/SocialRedirectPageFragment.java","Suppress the rule android_webview_allow_file_from_url in com.toyota.oneapp.eu                         Suppress the rule android_webview_allow_file_from_url in com.toyota.oneapp.eu only from these files"
"13","The App uses the encryption mode CBC with PKCS5/PKCS7 padding. This configuration is vulnerable to padding oracle attacks.","high","CWE: CWE-649: Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking                        OWASP Top 10: M5: Insufficient Cryptography                        OWASP MASVS: MSTG-CRYPTO-3","iu/j.java                                                                                                                            org/forgerock/android/auth/ui/extension/AESUtil.java                                                                                                                            ya/d.java","Suppress the rule cbc_padding_oracle in com.toyota.oneapp.eu                         Suppress the rule cbc_padding_oracle in com.toyota.oneapp.eu only from these files"
"14","App creates temp file. Sensitive information should never be written into a temp file.","warning","CWE: CWE-276: Incorrect Default Permissions                        OWASP Top 10: M2: Insecure Data Storage                        OWASP MASVS: MSTG-STORAGE-2","com/eclipsesource/v8/NodeJS.java                                                                                                                            un/a.java","Suppress the rule android_temp_file in com.toyota.oneapp.eu                         Suppress the rule android_temp_file in com.toyota.oneapp.eu only from these files"
"15","This App may have root detection capabilities.","secure","OWASP MASVS: MSTG-RESILIENCE-1","Show Files                                                                                                                                com/toyota/oneapp/util/p.java                                                                                                                                      kb/d.java                                                                                                                                      org/forgerock/android/auth/detector/BuildTagsDetector.java                                                                                                                                      org/forgerock/android/auth/detector/RootApkDetector.java","Suppress the rule android_detect_root in com.toyota.oneapp.eu                         Suppress the rule android_detect_root in com.toyota.oneapp.eu only from these files"
"16","SHA-1 is a weak hash known to have hash collisions.","warning","CWE: CWE-327: Use of a Broken or Risky Cryptographic Algorithm                        OWASP Top 10: M5: Insufficient Cryptography                        OWASP MASVS: MSTG-CRYPTO-4","com/salesforce/marketingcloud/sfmcsdk/components/encryption/Encryptor.java                                                                                                                            com/salesforce/marketingcloud/sfmcsdk/components/encryption/SalesforceKeyGenerator.java                                                                                                                            org/forgerock/android/auth/collector/DeviceIdentifier.java","Suppress the rule android_sha1 in com.toyota.oneapp.eu                         Suppress the rule android_sha1 in com.toyota.oneapp.eu only from these files"
"17","Weak Encryption algorithm used","high","CWE: CWE-327: Use of a Broken or Risky Cryptographic Algorithm                        OWASP Top 10: M5: Insufficient Cryptography                        OWASP MASVS: MSTG-CRYPTO-4","com/abb/cdblesdk/internal/util/d.java","Suppress the rule android_weak_ciphers in com.toyota.oneapp.eu                         Suppress the rule android_weak_ciphers in com.toyota.oneapp.eu only from these files"
"18","This App copies data to clipboard. Sensitive data should not be copied to clipboard as other applications can access it.","info","OWASP MASVS: MSTG-STORAGE-10","com/apptentive/android/sdk/util/Util.java                                                                                                                            com/toyota/oneapp/util/d.java","Suppress the rule android_clipboard_copy in com.toyota.oneapp.eu                         Suppress the rule android_clipboard_copy in com.toyota.oneapp.eu only from these files"
"19","MD5 is a weak hash known to have hash collisions.","warning","CWE: CWE-327: Use of a Broken or Risky Cryptographic Algorithm                        OWASP Top 10: M5: Insufficient Cryptography                        OWASP MASVS: MSTG-CRYPTO-4","com/apptentive/android/sdk/util/Util.java                                                                                                                            com/salesforce/marketingcloud/util/l.java                                                                                                                            org/forgerock/android/auth/ui/extension/MD5Util.java","Suppress the rule android_md5 in com.toyota.oneapp.eu                         Suppress the rule android_md5 in com.toyota.oneapp.eu only from these files"
"20","This App uses SafetyNet API.","secure","OWASP MASVS: MSTG-RESILIENCE-7","org/forgerock/android/auth/callback/ReCaptchaCallback.java","Suppress the rule android_safetynet in com.toyota.oneapp.eu                         Suppress the rule android_safetynet in com.toyota.oneapp.eu only from these files"
"21","The file or SharedPreference is World Writable. Any App can write to the file","high","CWE: CWE-276: Incorrect Default Permissions                        OWASP Top 10: M2: Insecure Data Storage                        OWASP MASVS: MSTG-STORAGE-2","com/salesforce/marketingcloud/sfmcsdk/components/encryption/EncryptedSharedPreferences.java","Suppress the rule android_world_writable in com.toyota.oneapp.eu                         Suppress the rule android_world_writable in com.toyota.oneapp.eu only from these files"
"22","Remote WebView debugging is enabled.","high","CWE: CWE-919: Weaknesses in Mobile Applications                        OWASP Top 10: M1: Improper Platform Usage                        OWASP MASVS: MSTG-RESILIENCE-2","com/toyota/oneapp/customviews/FlexibleWebView.java","Suppress the rule android_webview_debug in com.toyota.oneapp.eu                         Suppress the rule android_webview_debug in com.toyota.oneapp.eu only from these files"
